entity_key,paper_id,fig_docling_index,printed_figure_number,panel,source_series,representation,record_node_count,n_source_points,coordinate,measurand,measurand_unit,relevance,granularity,record_node_ids,caption_pdf_page,body_pdf_page,caption_evidence,body_evidence,sample_or_run_id,table_evidence,classification,classification_confidence,classification_method,signal_families,supporting_evidence,votes,weak_signals,pressure_assertions,exposure_assertions,pressure_applicable_scope,pressure_applicable_status,pressure_applicable_value,pressure_applicable_unit,pressure_applicable_quantity,pressure_candidates,stated_setting_count,stated_setting_evidence,between_curve_condition,between_curve_value,underlying_case_id
10.1002_admi.202000318|4|4|a|Single Layer Model|primary,10.1002_admi.202000318,4,4,a,Single Layer Model,primary,1,33,2θ,intensity,cps,experimental,unresolved,10.1002_admi.202000318-F4a-10,,,"Figure 4. a) XRR measurement of a 24.0 nm thick Fe2O3 flm,shown in orange. Calculated intensity shown in red is generated from a bilayer model reflecting a gradient of density within the flm,in which the surface region of the film is less dense than the bulk. The blue curve is generatedfromasimplerm","e film models were tested in order to find the best fit to the measured XRR intensity. It was found that modeling the film with a constant, uniform density was not sufficient to fit both the critical angle and the overall decrease of intensity with angle (see Figure 4a). In contrast, modeling the fi",sample edge effects from the analysis,,model_sweep,single_definitional_signal,provenance_gate(1 families),"['F', 'I', 'L', 'M', 'Me', 'X']",L: series label 'Single Layer Model',"{""model_sweep"": 1}","{""axis_role_coordinate"": false, ""n_source_points"": 33, ""granularity"": ""unresolved""}",[],[],,,,,,,,,model type,Single Layer Model,10.1002_admi.202000318::F4::a::Single Layer Model
10.1002_admi.202000318|4|4|a|Bilayer Model|primary,10.1002_admi.202000318,4,4,a,Bilayer Model,primary,1,33,2θ,intensity,cps,experimental,unresolved,10.1002_admi.202000318-F4a-11,,,"Figure 4. a) XRR measurement of a 24.0 nm thick Fe2O3 flm,shown in orange. Calculated intensity shown in red is generated from a bilayer model reflecting a gradient of density within the flm,in which the surface region of the film is less dense than the bulk. The blue curve is generatedfromasimplerm","e film models were tested in order to find the best fit to the measured XRR intensity. It was found that modeling the film with a constant, uniform density was not sufficient to fit both the critical angle and the overall decrease of intensity with angle (see Figure 4a). In contrast, modeling the fi",sample edge effects from the analysis,,model_sweep,single_definitional_signal,provenance_gate(1 families),"['F', 'I', 'L', 'M', 'Me', 'X']",L: series label 'Bilayer Model',"{""model_sweep"": 1}","{""axis_role_coordinate"": false, ""n_source_points"": 33, ""granularity"": ""unresolved""}",[],[],,,,,,,,,model type,Bilayer Model,10.1002_admi.202000318::F4::a::Bilayer Model
10.1002_admi.202000318|4|4|b|Electron Density|primary,10.1002_admi.202000318,4,4,b,Electron Density,primary,1,26,spatial_coordinate,film_density,Å^-3,model,profile,10.1002_admi.202000318-F4b-12,,,"Figure 4. a) XRR measurement of a 24.0 nm thick Fe2O3 flm,shown in orange. Calculated intensity shown in red is generated from a bilayer model reflecting a gradient of density within the flm,in which the surface region of the film is less dense than the bulk. The blue curve is generatedfromasimplerm","e film models were tested in order to find the best fit to the measured XRR intensity. It was found that modeling the film with a constant, uniform density was not sufficient to fit both the critical angle and the overall decrease of intensity with angle (see Figure 4a). In contrast, modeling the fi",sample edge effects from the analysis,,simulation,single_definitional_signal,provenance_gate(1 families),"['F', 'I', 'M', 'Me']",F: panel/figure source flag = simulated | F: pipeline relevance=model,"{""simulation"": 2}","{""axis_role_coordinate"": true, ""n_source_points"": 26, ""granularity"": ""profile""}",[],[],,,,,,,,,,,10.1002_admi.202000318::F4::b::Electron Density
10.1002_admi.202000318|6|6|a|100s Ozone|primary,10.1002_admi.202000318,6,6,a,100s Ozone,primary,39,39,site_density,intensity,a.u.,experimental,single,10.1002_admi.202000318-6a-S4-P000;10.1002_admi.202000318-6a-S4-P001;10.1002_admi.202000318-6a-S4-P002;10.1002_admi.202000318-6a-S4-P003;10.1002_admi.202000318-6a-S4-P004;10.1002_admi.202000318-6a-S4-P005 …+33,,,"Figure 6.a) Integrated 2D GIWAXS scans of Fe2O3 flms, summed over all measured angles X as a function of Q. Three scans of flms grown using 100,60,and 20 s of ozone exposure under saturated TBF doses are shown,together with the primary peaks of α-Fe2O3 andFe2O3 indicated with black triangles and gra","fects on the film as it grows, SO grazing-incidence wide-angle X-ray scattering (GIWAXS) measurements were performed to explore its crystallographic phase. Three measurements of representative FezO3 films synthesized using varying ozone exposures are shown in Figure 6a. Each of the resulting films e","samples are 90, 138, and 140 A, respectively",,discrete_experimental_sweep,corroborated,multi_signal(4 families),"['F', 'I', 'M', 'Me', 'X']","M: diffraction peak intensities. Scanning electron microscopy (SEM) images taken of Fe2O3 grown with a range of ozone exposures corroborate the pr | Me: igure 1. Growth of iron oxide flms as measured by VASE. a) The growth per cycle as a function of ozone exposure with a satur | I: samples are 90, 138, and 140 A, respectively | X: series_axis 'ozone exposure time' with numeric label '100s Ozone'","{""discrete_experimental_sweep"": 4}","{""axis_role_coordinate"": false, ""n_source_points"": 39, ""granularity"": ""single""}",[],[],,,,,,,,,ozone exposure time,100s Ozone,10.1002_admi.202000318::F6::a::100s Ozone
10.1002_admi.202000318|6|6|a|60s Ozone|primary,10.1002_admi.202000318,6,6,a,60s Ozone,primary,21,21,site_density,intensity,a.u.,experimental,single,10.1002_admi.202000318-6a-S5-P000;10.1002_admi.202000318-6a-S5-P001;10.1002_admi.202000318-6a-S5-P002;10.1002_admi.202000318-6a-S5-P003;10.1002_admi.202000318-6a-S5-P004;10.1002_admi.202000318-6a-S5-P005 …+15,,,"Figure 6.a) Integrated 2D GIWAXS scans of Fe2O3 flms, summed over all measured angles X as a function of Q. Three scans of flms grown using 100,60,and 20 s of ozone exposure under saturated TBF doses are shown,together with the primary peaks of α-Fe2O3 andFe2O3 indicated with black triangles and gra","fects on the film as it grows, SO grazing-incidence wide-angle X-ray scattering (GIWAXS) measurements were performed to explore its crystallographic phase. Three measurements of representative FezO3 films synthesized using varying ozone exposures are shown in Figure 6a. Each of the resulting films e","samples are 90, 138, and 140 A, respectively",,discrete_experimental_sweep,corroborated,multi_signal(4 families),"['F', 'I', 'M', 'Me', 'X']","M: diffraction peak intensities. Scanning electron microscopy (SEM) images taken of Fe2O3 grown with a range of ozone exposures corroborate the pr | Me: igure 1. Growth of iron oxide flms as measured by VASE. a) The growth per cycle as a function of ozone exposure with a satur | I: samples are 90, 138, and 140 A, respectively | X: series_axis 'ozone exposure time' with numeric label '60s Ozone'","{""discrete_experimental_sweep"": 4}","{""axis_role_coordinate"": false, ""n_source_points"": 21, ""granularity"": ""single""}",[],[],,,,,,,,,ozone exposure time,60s Ozone,10.1002_admi.202000318::F6::a::60s Ozone
10.1002_admi.202000318|6|6|a|20s Ozone|primary,10.1002_admi.202000318,6,6,a,20s Ozone,primary,16,16,site_density,intensity,a.u.,experimental,single,10.1002_admi.202000318-6a-S6-P000;10.1002_admi.202000318-6a-S6-P001;10.1002_admi.202000318-6a-S6-P002;10.1002_admi.202000318-6a-S6-P003;10.1002_admi.202000318-6a-S6-P004;10.1002_admi.202000318-6a-S6-P005 …+10,,,"Figure 6.a) Integrated 2D GIWAXS scans of Fe2O3 flms, summed over all measured angles X as a function of Q. Three scans of flms grown using 100,60,and 20 s of ozone exposure under saturated TBF doses are shown,together with the primary peaks of α-Fe2O3 andFe2O3 indicated with black triangles and gra","fects on the film as it grows, SO grazing-incidence wide-angle X-ray scattering (GIWAXS) measurements were performed to explore its crystallographic phase. Three measurements of representative FezO3 films synthesized using varying ozone exposures are shown in Figure 6a. Each of the resulting films e","samples are 90, 138, and 140 A, respectively",,discrete_experimental_sweep,corroborated,multi_signal(4 families),"['F', 'I', 'M', 'Me', 'X']","M: diffraction peak intensities. Scanning electron microscopy (SEM) images taken of Fe2O3 grown with a range of ozone exposures corroborate the pr | Me: igure 1. Growth of iron oxide flms as measured by VASE. a) The growth per cycle as a function of ozone exposure with a satur | I: samples are 90, 138, and 140 A, respectively | X: series_axis 'ozone exposure time' with numeric label '20s Ozone'","{""discrete_experimental_sweep"": 4}","{""axis_role_coordinate"": false, ""n_source_points"": 16, ""granularity"": ""single""}",[],[],,,,,,,,,ozone exposure time,20s Ozone,10.1002_admi.202000318::F6::a::20s Ozone
10.1002_admi.202000318|6|6|b|Fraction γ Phase|primary,10.1002_admi.202000318,6,6,b,Fraction γ Phase,primary,9,9,exposure,gamma_phase_fraction,1,experimental,single,10.1002_admi.202000318-6b-S7-P000;10.1002_admi.202000318-6b-S7-P001;10.1002_admi.202000318-6b-S7-P002;10.1002_admi.202000318-6b-S7-P003;10.1002_admi.202000318-6b-S7-P004;10.1002_admi.202000318-6b-S7-P005 …+3,,,"Figure 6.a) Integrated 2D GIWAXS scans of Fe2O3 flms, summed over all measured angles X as a function of Q. Three scans of flms grown using 100,60,and 20 s of ozone exposure under saturated TBF doses are shown,together with the primary peaks of α-Fe2O3 andFe2O3 indicated with black triangles and gra","fects on the film as it grows, SO grazing-incidence wide-angle X-ray scattering (GIWAXS) measurements were performed to explore its crystallographic phase. Three measurements of representative FezO3 films synthesized using varying ozone exposures are shown in Figure 6a. Each of the resulting films e","samples are 90, 138, and 140 A, respectively",,discrete_experimental_sweep,corroborated,multi_signal(3 families),"['F', 'I', 'M', 'Me', 'X']","M: diffraction peak intensities. Scanning electron microscopy (SEM) images taken of Fe2O3 grown with a range of ozone exposures corroborate the pr | Me: igure 1. Growth of iron oxide flms as measured by VASE. a) The growth per cycle as a function of ozone exposure with a satur | I: samples are 90, 138, and 140 A, respectively","{""discrete_experimental_sweep"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 9, ""granularity"": ""single""}",[],[],,,,,,,,,phase composition,Fraction γ Phase,10.1002_admi.202000318::F6::b::Fraction γ Phase
10.1002_celc.201600139|4|1|b|LTB:H2S|primary,10.1002_celc.201600139,4,1,b,LTB:H2S,primary,30,30,cycle_number,Mass,ng/cm²,experimental,single,10.1002_celc.201600139-1b-S0-P000;10.1002_celc.201600139-1b-S0-P001;10.1002_celc.201600139-1b-S0-P002;10.1002_celc.201600139-1b-S0-P003;10.1002_celc.201600139-1b-S0-P004;10.1002_celc.201600139-1b-S0-P005 …+24,2,,Figure 1. a) Schematic illustration of Li x Al y S ALD; b) in situ QCM measurements of Li x Al y S ALD performed at 150 8 C using (LTB-H2S)/(TDMAAl-H2S) = 1:1; c) Arrhenius plot for temperature-depended ionic conductivity measured using a 50 nm Li x Al y S film.,"TB) and

<!-- image -->

H2S, [12] with a new process for Al 2 S3 ALD using tris(dimethylamido) aluminum(III) (TMDA-Al) and H2S. By controlling the ratio of Li 2 S to Al 2 S3 ALD cycles, we can deposit Li x Al y S films with any composition, as illustrated in Figure 1a. In this work, we focus exclus",,,continuous_trace,corroborated,multi_signal(2 families),"['F', 'M', 'Me', 'X']",M: Figure 1. a) Schematic illustration of Li x Al y S ALD; b) in situ QCM measurements of Li x Al y S ALD performed at 150 8 C using (LTB-H2S)/(TDMAA | M: t the average growth rate was 0.66 /C138 per cycle. Ex situ spectroscopic ellipsometry (SE) measurements performed on Li x Al y S (1:1) dep --- of Li/Al of approxima | M: 1. a) Schematic illustration of Li x Al y S ALD; b) in situ QCM measuremen,"{""continuous_trace"": 6, ""discrete_experimental_sweep"": 1}","{""axis_role_coordinate"": false, ""n_source_points"": 30, ""granularity"": ""single""}","[{""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""1.2"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""flow rate of 252 sccm and a pressure of 1.2 Torr. The Li 2 S ALD [12] was performed by using alternating 5 s exposures to lithium tert-butox""}]",[],paper,resolved,1.2,Torr,generic_pressure,1.2 Torr (generic_pressure),,,precursor,LTB:H2S,10.1002_celc.201600139::F1::b::LTB:H2S
10.1002_celc.201600139|4|1|b|TDMAAl:H2S|primary,10.1002_celc.201600139,4,1,b,TDMAAl:H2S,primary,31,31,cycle_number,Mass,ng/cm²,experimental,single,10.1002_celc.201600139-1b-S1-P000;10.1002_celc.201600139-1b-S1-P001;10.1002_celc.201600139-1b-S1-P002;10.1002_celc.201600139-1b-S1-P003;10.1002_celc.201600139-1b-S1-P004;10.1002_celc.201600139-1b-S1-P005 …+25,2,,Figure 1. a) Schematic illustration of Li x Al y S ALD; b) in situ QCM measurements of Li x Al y S ALD performed at 150 8 C using (LTB-H2S)/(TDMAAl-H2S) = 1:1; c) Arrhenius plot for temperature-depended ionic conductivity measured using a 50 nm Li x Al y S film.,"TB) and

<!-- image -->

H2S, [12] with a new process for Al 2 S3 ALD using tris(dimethylamido) aluminum(III) (TMDA-Al) and H2S. By controlling the ratio of Li 2 S to Al 2 S3 ALD cycles, we can deposit Li x Al y S films with any composition, as illustrated in Figure 1a. In this work, we focus exclus",,,continuous_trace,corroborated,multi_signal(2 families),"['F', 'M', 'Me', 'X']",M: Figure 1. a) Schematic illustration of Li x Al y S ALD; b) in situ QCM measurements of Li x Al y S ALD performed at 150 8 C using (LTB-H2S)/(TDMAA | M: t the average growth rate was 0.66 /C138 per cycle. Ex situ spectroscopic ellipsometry (SE) measurements performed on Li x Al y S (1:1) dep --- of Li/Al of approxima | M: 1. a) Schematic illustration of Li x Al y S ALD; b) in situ QCM measuremen,"{""continuous_trace"": 6, ""discrete_experimental_sweep"": 1}","{""axis_role_coordinate"": false, ""n_source_points"": 31, ""granularity"": ""single""}","[{""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""1.2"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""flow rate of 252 sccm and a pressure of 1.2 Torr. The Li 2 S ALD [12] was performed by using alternating 5 s exposures to lithium tert-butox""}]",[],paper,resolved,1.2,Torr,generic_pressure,1.2 Torr (generic_pressure),,,precursor,TDMAAl:H2S,10.1002_celc.201600139::F1::b::TDMAAl:H2S
10.1002_celc.201600139|4|1|c|50nm LixAlyS|primary,10.1002_celc.201600139,4,1,c,50nm LixAlyS,primary,1,19,1000/T,resistivity,S/cm,experimental,unresolved,10.1002_celc.201600139-F1c-2,2,,Figure 1. a) Schematic illustration of Li x Al y S ALD; b) in situ QCM measurements of Li x Al y S ALD performed at 150 8 C using (LTB-H2S)/(TDMAAl-H2S) = 1:1; c) Arrhenius plot for temperature-depended ionic conductivity measured using a 50 nm Li x Al y S film.,"TB) and

<!-- image -->

H2S, [12] with a new process for Al 2 S3 ALD using tris(dimethylamido) aluminum(III) (TMDA-Al) and H2S. By controlling the ratio of Li 2 S to Al 2 S3 ALD cycles, we can deposit Li x Al y S films with any composition, as illustrated in Figure 1a. In this work, we focus exclus",,,continuous_trace,corroborated,multi_signal(2 families),"['F', 'M', 'Me']",M: Figure 1. a) Schematic illustration of Li x Al y S ALD; b) in situ QCM measurements of Li x Al y S ALD performed at 150 8 C using (LTB-H2S)/(TDMAA | M: t the average growth rate was 0.66 /C138 per cycle. Ex situ spectroscopic ellipsometry (SE) measurements performed on Li x Al y S (1:1) dep --- of Li/Al of approxima | M: 1. a) Schematic illustration of Li x Al y S ALD; b) in situ QCM measuremen,"{""continuous_trace"": 6, ""discrete_experimental_sweep"": 1}","{""axis_role_coordinate"": false, ""n_source_points"": 19, ""granularity"": ""unresolved""}","[{""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""1.2"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""flow rate of 252 sccm and a pressure of 1.2 Torr. The Li 2 S ALD [12] was performed by using alternating 5 s exposures to lithium tert-butox""}]",[],paper,resolved,1.2,Torr,generic_pressure,1.2 Torr (generic_pressure),,,,,10.1002_celc.201600139::F1::c::50nm LixAlyS
10.1002_celc.201600139|6|2|a|180°C|primary,10.1002_celc.201600139,6,2,a,180°C,primary,1,28,spatial_coordinate,spatial_coordinate,ohms,experimental,profile,10.1002_celc.201600139-F2a-3,3,3,Figure 2. Nyquist plots of a 50 nm Li x Al y S film. Insert shows the equivalent circuit.," ALD film, we performed electrochemical impedance spectroscopy (EIS) measurements on 50 nm films deposited on SiO2/Si substrates patterned with micrometer-scale interdigitated Pt electrodes in the temperature range of 180-300 8 C. The resulting Nyquist plots (Figure 2) are composed of one semicircle",,,experimental_profile,corroborated,coordinate_axis_gate(3 families),"['F', 'M', 'Me', 'X']","X: x axis 'spatial_coordinate' is a spatial coordinate; the curve is one specimen's profile | M: equivalent circuit. ALD film, we performed electrochemical impedance spectroscopy (EIS) measurements on 50 nm films deposited on SiO2/Si substrates | Me: -H2S exposures for Al 2 S3 with every ALD cycle. In situ QCM measurements were performed to investigate the Li x Al y S ALD. T | Me: posures for Al 2","{""continuous_trace"": 3, ""discrete_experimental_sweep"": 1, ""experimental_profile"": 2}","{""axis_role_coordinate"": true, ""n_source_points"": 28, ""granularity"": ""profile""}","[{""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""1.2"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""flow rate of 252 sccm and a pressure of 1.2 Torr. The Li 2 S ALD [12] was performed by using alternating 5 s exposures to lithium tert-butox""}]",[],paper,resolved,1.2,Torr,generic_pressure,1.2 Torr (generic_pressure),,,temperature,180°C,10.1002_celc.201600139::F2::a::180°C
10.1002_celc.201600139|6|2|a|200°C|primary,10.1002_celc.201600139,6,2,a,200°C,primary,1,24,spatial_coordinate,spatial_coordinate,ohms,experimental,profile,10.1002_celc.201600139-F2a-4,3,3,Figure 2. Nyquist plots of a 50 nm Li x Al y S film. Insert shows the equivalent circuit.," ALD film, we performed electrochemical impedance spectroscopy (EIS) measurements on 50 nm films deposited on SiO2/Si substrates patterned with micrometer-scale interdigitated Pt electrodes in the temperature range of 180-300 8 C. The resulting Nyquist plots (Figure 2) are composed of one semicircle",,,experimental_profile,corroborated,coordinate_axis_gate(3 families),"['F', 'M', 'Me', 'X']","X: x axis 'spatial_coordinate' is a spatial coordinate; the curve is one specimen's profile | M: equivalent circuit. ALD film, we performed electrochemical impedance spectroscopy (EIS) measurements on 50 nm films deposited on SiO2/Si substrates | Me: -H2S exposures for Al 2 S3 with every ALD cycle. In situ QCM measurements were performed to investigate the Li x Al y S ALD. T | Me: posures for Al 2","{""continuous_trace"": 3, ""discrete_experimental_sweep"": 1, ""experimental_profile"": 2}","{""axis_role_coordinate"": true, ""n_source_points"": 24, ""granularity"": ""profile""}","[{""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""1.2"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""flow rate of 252 sccm and a pressure of 1.2 Torr. The Li 2 S ALD [12] was performed by using alternating 5 s exposures to lithium tert-butox""}]",[],paper,resolved,1.2,Torr,generic_pressure,1.2 Torr (generic_pressure),,,temperature,200°C,10.1002_celc.201600139::F2::a::200°C
10.1002_celc.201600139|6|2|a|250°C|primary,10.1002_celc.201600139,6,2,a,250°C,primary,1,17,spatial_coordinate,spatial_coordinate,ohms,experimental,profile,10.1002_celc.201600139-F2a-5,3,3,Figure 2. Nyquist plots of a 50 nm Li x Al y S film. Insert shows the equivalent circuit.," ALD film, we performed electrochemical impedance spectroscopy (EIS) measurements on 50 nm films deposited on SiO2/Si substrates patterned with micrometer-scale interdigitated Pt electrodes in the temperature range of 180-300 8 C. The resulting Nyquist plots (Figure 2) are composed of one semicircle",,,experimental_profile,corroborated,coordinate_axis_gate(3 families),"['F', 'M', 'Me', 'X']","X: x axis 'spatial_coordinate' is a spatial coordinate; the curve is one specimen's profile | M: equivalent circuit. ALD film, we performed electrochemical impedance spectroscopy (EIS) measurements on 50 nm films deposited on SiO2/Si substrates | Me: -H2S exposures for Al 2 S3 with every ALD cycle. In situ QCM measurements were performed to investigate the Li x Al y S ALD. T | Me: posures for Al 2","{""continuous_trace"": 3, ""discrete_experimental_sweep"": 1, ""experimental_profile"": 2}","{""axis_role_coordinate"": true, ""n_source_points"": 17, ""granularity"": ""profile""}","[{""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""1.2"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""flow rate of 252 sccm and a pressure of 1.2 Torr. The Li 2 S ALD [12] was performed by using alternating 5 s exposures to lithium tert-butox""}]",[],paper,resolved,1.2,Torr,generic_pressure,1.2 Torr (generic_pressure),,,temperature,250°C,10.1002_celc.201600139::F2::a::250°C
10.1002_celc.201600139|6|2|a|300°C|primary,10.1002_celc.201600139,6,2,a,300°C,primary,1,16,spatial_coordinate,spatial_coordinate,ohms,experimental,profile,10.1002_celc.201600139-F2a-6,3,3,Figure 2. Nyquist plots of a 50 nm Li x Al y S film. Insert shows the equivalent circuit.," ALD film, we performed electrochemical impedance spectroscopy (EIS) measurements on 50 nm films deposited on SiO2/Si substrates patterned with micrometer-scale interdigitated Pt electrodes in the temperature range of 180-300 8 C. The resulting Nyquist plots (Figure 2) are composed of one semicircle",,,experimental_profile,corroborated,coordinate_axis_gate(3 families),"['F', 'M', 'Me', 'X']","X: x axis 'spatial_coordinate' is a spatial coordinate; the curve is one specimen's profile | M: equivalent circuit. ALD film, we performed electrochemical impedance spectroscopy (EIS) measurements on 50 nm films deposited on SiO2/Si substrates | Me: -H2S exposures for Al 2 S3 with every ALD cycle. In situ QCM measurements were performed to investigate the Li x Al y S ALD. T | Me: posures for Al 2","{""continuous_trace"": 3, ""discrete_experimental_sweep"": 1, ""experimental_profile"": 2}","{""axis_role_coordinate"": true, ""n_source_points"": 16, ""granularity"": ""profile""}","[{""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""1.2"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""flow rate of 252 sccm and a pressure of 1.2 Torr. The Li 2 S ALD [12] was performed by using alternating 5 s exposures to lithium tert-butox""}]",[],paper,resolved,1.2,Torr,generic_pressure,1.2 Torr (generic_pressure),,,temperature,300°C,10.1002_celc.201600139::F2::a::300°C
10.1002_celc.201600139|10|3|a|Pristine Li|primary,10.1002_celc.201600139,10,3,a,Pristine Li,primary,1,30,spatial_coordinate,spatial_coordinate,ohms,experimental,profile,10.1002_celc.201600139-F3a-7,4,,Figure 3. a) AC impedance spectra of Li/electrolyte/Li symmetric cells using both pristine Li and Li x Al y S-coated Li after 68 h storage; b) R SEI of Li/electrolyte/Li symmetric cells versus storage time; c) CE of Li deposition/striping in 1 m LiPF 6 -EC/EMC with pristine Cu and Li x Al y S-coated," lithiummetal anodes coated by the Li x Al y S ALD film in contact with a commercial carbonate-based electrolyte (1 m LiPF 6 in EC/EMC 3:7) by fabricating Li/electrolyte/Li symmetric batteries and performing AC impedance measurements. As shown in the inset of Figure 3a, the impedance spectra are mod",sample with pristine Li showed a much higher R,,experimental_profile,corroborated,coordinate_axis_gate(4 families),"['F', 'I', 'M', 'Me', 'X']",X: x axis 'spatial_coordinate' is a spatial coordinate; the curve is one specimen's profile | M: Figure 3. a) AC impedance spectra of Li/electrolyte/Li symmetric cells using both pristine Li and Li x Al | Me: -H2S exposures for Al 2 S3 with every ALD cycle. In situ QCM measurements were performed to investigate the Li x Al y S ALD. T | Me: posures for Al 2 S3 with every ALD cycle. In situ QCM meas,"{""continuous_trace"": 3, ""discrete_experimental_sweep"": 2, ""experimental_profile"": 1}","{""axis_role_coordinate"": true, ""n_source_points"": 30, ""granularity"": ""profile""}","[{""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""1.2"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""flow rate of 252 sccm and a pressure of 1.2 Torr. The Li 2 S ALD [12] was performed by using alternating 5 s exposures to lithium tert-butox""}]",[],paper,resolved,1.2,Torr,generic_pressure,1.2 Torr (generic_pressure),,,electrode,Pristine Li,10.1002_celc.201600139::F3::a::Pristine Li
10.1002_celc.201600139|10|3|a|Li_xAl_yS coated Li|primary,10.1002_celc.201600139,10,3,a,Li_xAl_yS coated Li,primary,1,14,spatial_coordinate,spatial_coordinate,ohms,experimental,profile,10.1002_celc.201600139-F3a-8,4,,Figure 3. a) AC impedance spectra of Li/electrolyte/Li symmetric cells using both pristine Li and Li x Al y S-coated Li after 68 h storage; b) R SEI of Li/electrolyte/Li symmetric cells versus storage time; c) CE of Li deposition/striping in 1 m LiPF 6 -EC/EMC with pristine Cu and Li x Al y S-coated," lithiummetal anodes coated by the Li x Al y S ALD film in contact with a commercial carbonate-based electrolyte (1 m LiPF 6 in EC/EMC 3:7) by fabricating Li/electrolyte/Li symmetric batteries and performing AC impedance measurements. As shown in the inset of Figure 3a, the impedance spectra are mod",sample with pristine Li showed a much higher R,,experimental_profile,corroborated,coordinate_axis_gate(4 families),"['F', 'I', 'M', 'Me', 'X']",X: x axis 'spatial_coordinate' is a spatial coordinate; the curve is one specimen's profile | M: Figure 3. a) AC impedance spectra of Li/electrolyte/Li symmetric cells using both pristine Li and Li x Al | Me: -H2S exposures for Al 2 S3 with every ALD cycle. In situ QCM measurements were performed to investigate the Li x Al y S ALD. T | Me: posures for Al 2 S3 with every ALD cycle. In situ QCM meas,"{""continuous_trace"": 3, ""discrete_experimental_sweep"": 2, ""experimental_profile"": 1}","{""axis_role_coordinate"": true, ""n_source_points"": 14, ""granularity"": ""profile""}","[{""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""1.2"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""flow rate of 252 sccm and a pressure of 1.2 Torr. The Li 2 S ALD [12] was performed by using alternating 5 s exposures to lithium tert-butox""}]",[],paper,resolved,1.2,Torr,generic_pressure,1.2 Torr (generic_pressure),,,electrode,Li_xAl_yS coated Li,10.1002_celc.201600139::F3::a::Li_xAl_yS coated Li
