doi,doi_url,journal,status,article_title,year,cited_by
10.1016/j.electacta.2015.07.016,https://doi.org/10.1016/j.electacta.2015.07.016,Electrochim. Acta,not_oa,"Engineering a three-dimensional, photoelectrochemically active p-NiO/i-Sb2S3 junction by atomic layer deposition",2015,cremers2019
10.3390/electronics6020027,https://doi.org/10.3390/electronics6020027,Electronics,http_error,,2017,popov2025
10.1039/c2ee21110f,https://doi.org/10.1039/c2ee21110f,Energ. Environ. Sci.,not_oa,Atomic layer deposition of vanadium oxide on carbon nanotubes for high-power supercapacitor electrodes,2012,cremers2019
10.1039/c2ee23620f,https://doi.org/10.1039/c2ee23620f,Energy Env. Sci.,not_oa,,2013,popov2025
10.1039/c0ee00086h,https://doi.org/10.1039/c0ee00086h,Energy Environ. Sci.,not_oa,TiO2 inverse-opal electrode fabricated by atomic layer deposition for dye-sensitized solar cell applications,2011,cremers2019
10.1016/j.flatc.2019.100130,https://doi.org/10.1016/j.flatc.2019.100130,FlatChem,http_error,,2019,popov2025
10.1016/j.flatc.2020.100166,https://doi.org/10.1016/j.flatc.2020.100166,FlatChem,http_error,,2020,popov2025
10.1109/led.2023.3239379,https://doi.org/10.1109/led.2023.3239379,IEEE Electron Device Lett.,not_oa,,2023,popov2025
10.1109/ted.2016.2570221,https://doi.org/10.1109/ted.2016.2570221,IEEE Trans. Electron Devices,not_oa,,2016,popov2025
10.1109/tps.2005.845286,https://doi.org/10.1109/tps.2005.845286,IEEE Trans. Plasma Sci.,not_oa,Characterization of Oxygen Plasma With A Fiber Optic Catalytic Probe And Determination Of Recombination Coefficients,2005,cremers2019
10.1021/acs.inorgchem.1c00731,https://doi.org/10.1021/acs.inorgchem.1c00731,Inorg. Chem.,oa_no_pdf_url,,2021,popov2025
10.1021/acs.inorgchem.1c02339,https://doi.org/10.1021/acs.inorgchem.1c02339,Inorg. Chem.,not_oa,,2021,popov2025
10.1021/ic902411h,https://doi.org/10.1021/ic902411h,Inorg. Chem.,not_oa,,2010,popov2025
10.1016/j.inoche.2022.109235,https://doi.org/10.1016/j.inoche.2022.109235,Inorg. Chem. Commun.,not_oa,,2022,popov2025
10.1134/s0020168510010097,https://doi.org/10.1134/s0020168510010097,Inorg. Mater.,not_oa,,2010,popov2025
10.1134/s0020168523040052,https://doi.org/10.1134/s0020168523040052,Inorg. Mater.,not_oa,,2023,popov2025
10.3390/inorganics6010034,https://doi.org/10.3390/inorganics6010034,Inorganics,http_error,Atomic layer deposition on porous materials: Problems with conventional approaches to catalyst and fuel cell electrode preparation,2018,cremers2019
10.3390/inorganics6020046,https://doi.org/10.3390/inorganics6020046,Inorganics,http_error,,2018,popov2025
10.1016/j.ijhydene.2010.01.140,https://doi.org/10.1016/j.ijhydene.2010.01.140,Int. J. Hydrogen Energy,not_oa,,2010,popov2025
10.1016/j.ijpharm.2017.04.031,https://doi.org/10.1016/j.ijpharm.2017.04.031,Int. J. Pharm.,oa_no_pdf_url,Surface modification of acetaminophen particles by atomic layer deposition,2017,cremers2019
10.1016/j.jallcom.2014.04.186,https://doi.org/10.1016/j.jallcom.2014.04.186,J. Alloys Compd.,not_oa,,2014,popov2025
10.1016/j.jallcom.2015.07.150,https://doi.org/10.1016/j.jallcom.2015.07.150,J. Alloys Compd.,not_oa,,2015,popov2025
10.1016/j.jallcom.2015.12.148,https://doi.org/10.1016/j.jallcom.2015.12.148,J. Alloys Compd.,not_oa,Highly-conformal nanocrystalline molybdenum nitride thin films by atomic layer deposition as a diffusion barrier against Cu,2016,cremers2019
10.1016/j.jallcom.2017.12.023,https://doi.org/10.1016/j.jallcom.2017.12.023,J. Alloys Compd.,not_oa,,2018,popov2025
10.1016/j.jallcom.2021.159100,https://doi.org/10.1016/j.jallcom.2021.159100,J. Alloys Compd.,not_oa,,2021,popov2025
10.1016/j.jallcom.2022.168045,https://doi.org/10.1016/j.jallcom.2022.168045,J. Alloys Compd.,not_oa,,2023,popov2025
10.1016/j.jallcom.2023.172284,https://doi.org/10.1016/j.jallcom.2023.172284,J. Alloys Compd.,not_oa,,2023,popov2025
10.1111/jace.17521,https://doi.org/10.1111/jace.17521,J. Am. Ceram. Soc.,not_oa,,2021,popov2025
10.1021/ja01239a053,https://doi.org/10.1021/ja01239a053,J. Am. Chem. Soc.,not_oa,,1944,popov2025
10.1021/ja072465w,https://doi.org/10.1021/ja072465w,J. Am. Chem. Soc.,not_oa,Ordered iron oxide nanotube arrays of controlled geometry and tunable magnetism by atomic layer deposition,2007,cremers2019
10.1021/ja300319g,https://doi.org/10.1021/ja300319g,J. Am. Chem. Soc.,not_oa,,2012,popov2025
10.1021/ja4050828,https://doi.org/10.1021/ja4050828,J. Am. Chem. Soc.,not_oa,Vapor-phase metalation by atomic layer deposition in a metal-organic framework,2013,cremers2019
10.1021/ja407014w,https://doi.org/10.1021/ja407014w,J. Am. Chem. Soc.,not_oa,,2013,popov2025
10.1021/ja807802r,https://doi.org/10.1021/ja807802r,J. Am. Chem. Soc.,not_oa,Growth inhibition to enhanced conformal coverage in thin film chemical vapor deposition,2008,cremers2019
10.1021/ja8090388,https://doi.org/10.1021/ja8090388,J. Am. Chem. Soc.,not_oa,,2009,popov2025
10.1063/1.1722872,https://doi.org/10.1063/1.1722872,J. Appl. Phys.,not_oa,Studies of molecular scattering at the solid surface,1957,cremers2019
10.1063/1.1935761,https://doi.org/10.1063/1.1935761,J. Appl. Phys.,not_oa,Robust TaNx diffusion barrier for Cu-interconnect technology with subnanometer thickness by metal-organic plasma-enhanced atomic layer deposition,2005,cremers2019
10.1063/1.1937476,https://doi.org/10.1063/1.1937476,J. Appl. Phys.,not_oa,Enhanced step coverage by oblique angle physical vapor deposition,2005,cremers2019
10.1063/1.1940727,https://doi.org/10.1063/1.1940727,J. Appl. Phys.,not_oa,Surface chemistry of atomic layer deposition: A case study for the trimethylaluminum/water process,2005,cremers2019
10.1063/1.2714685,https://doi.org/10.1063/1.2714685,J. Appl. Phys.,not_oa,Step coverage modeling of thin films in atomic layer deposition,2007,cremers2019
10.1063/1.3553872,https://doi.org/10.1063/1.3553872,J. Appl. Phys.,not_oa,,2011,popov2025
10.1063/1.356680,https://doi.org/10.1063/1.356680,J. Appl. Phys.,not_oa,Two-photon absorption laser-induced fluorescence of H atoms: A probe for heterogeneous processes in hydrogen plasmas,1994,cremers2019
10.1063/1.3573513,https://doi.org/10.1063/1.3573513,J. Appl. Phys.,not_oa,,2011,popov2025
10.1063/1.3596574,https://doi.org/10.1063/1.3596574,J. Appl. Phys.,not_oa,,2011,popov2025
10.1063/1.4757907,https://doi.org/10.1063/1.4757907,J. Appl. Phys.,not_oa,Crystallinity of inorganic films grown by atomic layer deposition: Overview and general trends,2013,cremers2019|popov2025
10.1063/1.4766747,https://doi.org/10.1063/1.4766747,J. Appl. Phys.,not_oa,,2012,popov2025
10.1063/1.4883767,https://doi.org/10.1063/1.4883767,J. Appl. Phys.,not_oa,,2014,popov2025
10.1063/1.5026790,https://doi.org/10.1063/1.5026790,J. Appl. Phys.,not_oa,,2018,popov2025
10.1063/1.5028178,https://doi.org/10.1063/1.5028178,J. Appl. Phys.,oa_no_pdf_url,Modeling growth kinetics of thin films made by atomic layer deposition in lateral high-aspect-ratio structures,2018,cremers2019
10.1063/5.0028991,https://doi.org/10.1063/5.0028991,J. Appl. Phys.,not_oa,,2021,popov2025
10.1063/5.0143013,https://doi.org/10.1063/5.0143013,J. Appl. Phys.,http_error,,2023,popov2025
10.1006/jcat.1996.0276,https://doi.org/10.1006/jcat.1996.0276,J. Catal.,not_oa,Surface characteristics and activity of chromia/alumina catalysts prepared by atomic layer epitaxy,1996,cremers2019
10.1016/j.jcat.2018.01.018,https://doi.org/10.1016/j.jcat.2018.01.018,J. Catal.,not_oa,"Catalytic carpets: Pt@MIL-101@electrospun PCL, a surprisingly active and robust hydrogenation catalyst",2018,cremers2019
10.1016/j.jcat.2020.09.035,https://doi.org/10.1016/j.jcat.2020.09.035,J. Catal.,oa_no_pdf_url,,2021,popov2025
10.1063/1.4972120,https://doi.org/10.1063/1.4972120,J. Chem. Phys.,oa_no_pdf_url,Plasma-assisted atomic layer deposition of conformal Pt films in high aspect ratio trenches,2017,cremers2019
10.1016/j.jcrysgro.2009.10.028,https://doi.org/10.1016/j.jcrysgro.2009.10.028,J. Cryst. Growth,not_oa,,2010,popov2025
10.1016/j.jcrysgro.2009.12.041,https://doi.org/10.1016/j.jcrysgro.2009.12.041,J. Cryst. Growth,not_oa,Development of a multiscale model for an atomic layer deposition process,2010,cremers2019
10.1016/j.jcrysgro.2010.03.033,https://doi.org/10.1016/j.jcrysgro.2010.03.033,J. Cryst. Growth,not_oa,,2010,popov2025
10.1016/j.jcrysgro.2011.02.039,https://doi.org/10.1016/j.jcrysgro.2011.02.039,J. Cryst. Growth,not_oa,,2011,popov2025
10.1016/s0022-0248(03)00967-9,https://doi.org/10.1016/s0022-0248(03)00967-9,J. Cryst. Growth,not_oa,Al2O3 coating of ZnO nanorods by atomic layer deposition,2003,cremers2019
10.1149/1.1423642,https://doi.org/10.1149/1.1423642,J. Electrochem. Soc.,not_oa,Plasma-enhanced atomic layer deposition of Ta-N thin films,2002,cremers2019
10.1149/1.1430230,https://doi.org/10.1149/1.1430230,J. Electrochem. Soc.,not_oa,Bottom-up filling of submicrometer features in catalyst-enhanced chemical vapor deposition of copper,2002,cremers2019
10.1149/1.1566960,https://doi.org/10.1149/1.1566960,J. Electrochem. Soc.,not_oa,Interconnect fabrication by superconformal iodine-catalyzed chemical vapor deposition of copper,2003,cremers2019
10.1149/1.1603254,https://doi.org/10.1149/1.1603254,J. Electrochem. Soc.,http_error,Etching high aspect ratio silicon trenches,2003,cremers2019
10.1149/1.1640633,https://doi.org/10.1149/1.1640633,J. Electrochem. Soc.,not_oa,Atomic layer deposition of ruthenium thin films for copper glue layer,2004,cremers2019
10.1149/1.1825913,https://doi.org/10.1149/1.1825913,J. Electrochem. Soc.,not_oa,Characteristics and compositional variation of TiN films deposited by remote PEALD on contact holes,2005,cremers2019
10.1149/1.1836500,https://doi.org/10.1149/1.1836500,J. Electrochem. Soc.,not_oa,Deposition of tin oxide into porous silicon by atomic layer epitaxy,1996,cremers2019
10.1149/1.1931471,https://doi.org/10.1149/1.1931471,J. Electrochem. Soc.,not_oa,Low-temperature deposition of aluminum oxide by radical enhanced atomic layer deposition,2005,cremers2019
10.1149/1.2054910,https://doi.org/10.1149/1.2054910,J. Electrochem. Soc.,not_oa,,1994,popov2025
10.1149/1.2085881,https://doi.org/10.1149/1.2085881,J. Electrochem. Soc.,not_oa,Simulation of mass transport for deposition in via holes and trenches,1991,cremers2019
10.1149/1.2086413,https://doi.org/10.1149/1.2086413,J. Electrochem. Soc.,not_oa,Prediction of step coverage during blanket CVD tungsten deposition in cylindrical pores,1990,cremers2019
10.1149/1.2403081,https://doi.org/10.1149/1.2403081,J. Electrochem. Soc.,not_oa,"Atomic layer deposition of Ru thin films using 2,4-(dimethylpentadienyl)(ethylcyclopentadienyl)Ru by a liquid injection system",2007,cremers2019
10.1149/1.2737629,https://doi.org/10.1149/1.2737629,J. Electrochem. Soc.,http_error,Plasma and thermal ALD of Al2O3 in a commercial 200 mm ALD reactor,2007,cremers2019
10.1149/1.2789294,https://doi.org/10.1149/1.2789294,J. Electrochem. Soc.,not_oa,,2007,popov2025
10.1149/1.2789802,https://doi.org/10.1149/1.2789802,J. Electrochem. Soc.,not_oa,Applicability of step-coverage modeling to TiO2 thin films in atomic layer deposition,2007,cremers2019
10.1149/1.3002372,https://doi.org/10.1149/1.3002372,J. Electrochem. Soc.,not_oa,,2009,popov2025
10.1149/1.3072694,https://doi.org/10.1149/1.3072694,J. Electrochem. Soc.,http_error,Modeling the conformality of atomic layer deposition: The effect of sticking probability,2009,cremers2019
10.1149/1.3076143,https://doi.org/10.1149/1.3076143,J. Electrochem. Soc.,http_error,Thermal and plasma enhanced atomic layer deposition of Al2O3 on GaAs substrates,2009,cremers2019
10.1149/1.3166184,https://doi.org/10.1149/1.3166184,J. Electrochem. Soc.,not_oa,Integration of atomic layer deposition-grown copper seed layers for Cu electroplating applications,2009,cremers2019
10.1149/1.3244213,https://doi.org/10.1149/1.3244213,J. Electrochem. Soc.,not_oa,,2010,popov2025
10.1149/1.3248002,https://doi.org/10.1149/1.3248002,J. Electrochem. Soc.,not_oa,,2010,popov2025
10.1149/1.3251285,https://doi.org/10.1149/1.3251285,J. Electrochem. Soc.,not_oa,,2010,popov2025
10.1149/1.3301663,https://doi.org/10.1149/1.3301663,J. Electrochem. Soc.,not_oa,,2010,popov2025
10.1149/1.3301664,https://doi.org/10.1149/1.3301664,J. Electrochem. Soc.,not_oa,Conformality of Al2O3 and AlN deposited by plasma-enhanced atomic layer deposition,2010,cremers2019
10.1149/1.3353230,https://doi.org/10.1149/1.3353230,J. Electrochem. Soc.,http_error,,2010,popov2025
10.1149/1.3377003,https://doi.org/10.1149/1.3377003,J. Electrochem. Soc.,oa_no_pdf_url,,2010,popov2025
10.1149/1.3491381,https://doi.org/10.1149/1.3491381,J. Electrochem. Soc.,http_error,Conformality of plasma-assisted ALD: Physical processes and modeling,2010,cremers2019
10.1149/1.3504196,https://doi.org/10.1149/1.3504196,J. Electrochem. Soc.,not_oa,,2011,popov2025
10.1149/1.3519497,https://doi.org/10.1149/1.3519497,J. Electrochem. Soc.,not_oa,,2011,popov2025
10.1149/1.3533387,https://doi.org/10.1149/1.3533387,J. Electrochem. Soc.,not_oa,Atomic layer deposition of ruthenium films from (ethylcyclopentadienyl)(pyrrolyl)ruthenium and oxygen,2011,cremers2019|popov2025
10.1149/1.3575161,https://doi.org/10.1149/1.3575161,J. Electrochem. Soc.,not_oa,,2011,popov2025
10.1149/1.3575163,https://doi.org/10.1149/1.3575163,J. Electrochem. Soc.,http_error,Thermal atomic layer deposition (ALD) of Ru films for Cu direct plating,2011,cremers2019|popov2025
10.1149/1.3582765,https://doi.org/10.1149/1.3582765,J. Electrochem. Soc.,http_error,,2011,popov2025
10.1149/2.034203jes,https://doi.org/10.1149/2.034203jes,J. Electrochem. Soc.,oa_no_pdf_url,,2012,popov2025
10.1149/2.0371613jes,https://doi.org/10.1149/2.0371613jes,J. Electrochem. Soc.,not_oa,,2016,popov2025
10.1149/2.052203jes,https://doi.org/10.1149/2.052203jes,J. Electrochem. Soc.,not_oa,,2012,popov2025
10.1149/2.056311jes,https://doi.org/10.1149/2.056311jes,J. Electrochem. Soc.,not_oa,,2013,popov2025
10.1149/2.069206jes,https://doi.org/10.1149/2.069206jes,J. Electrochem. Soc.,not_oa,Ru Films from Bis(ethylcyclopentadienyl)ruthenium using ozone as a reactant by atomic layer deposition for capacitor electrodes,2012,cremers2019|popov2025
10.1007/s11664-012-1960-6,https://doi.org/10.1007/s11664-012-1960-6,J. Electron. Mater.,not_oa,,2012,popov2025
10.1007/s11664-013-2754-1,https://doi.org/10.1007/s11664-013-2754-1,J. Electron. Mater.,not_oa,,2014,popov2025
10.1007/s11664-019-07899-9,https://doi.org/10.1007/s11664-019-07899-9,J. Electron. Mater.,oa_no_pdf_url,,2020,popov2025
10.1080/10934529809376813,https://doi.org/10.1080/10934529809376813,J. Environ. Sci. Heal. A,not_oa,Catalytic decomposition of ozone in the presence of water vapor,1998,cremers2019
10.1016/j.jeurceramsoc.2023.04.026,https://doi.org/10.1016/j.jeurceramsoc.2023.04.026,J. Eur. Ceram. Soc.,not_oa,,2023,popov2025
10.1016/j.jlumin.2021.118544,https://doi.org/10.1016/j.jlumin.2021.118544,J. Lumin.,not_oa,,2022,popov2025
10.1016/j.jmmm.2019.166167,https://doi.org/10.1016/j.jmmm.2019.166167,J. Magn. Magn. Mater.,oa_no_pdf_url,,2020,popov2025
10.1039/c0jm02786c,https://doi.org/10.1039/c0jm02786c,"J. Mater, Chem",not_oa,,2011,popov2025
10.1039/b516499k,https://doi.org/10.1039/b516499k,J. Mater. Chem.,not_oa,Nanostructured TiO2 membranes by atomic layer deposition,2006,cremers2019
10.1039/b710903b,https://doi.org/10.1039/b710903b,J. Mater. Chem.,not_oa,,2007,popov2025
10.1039/b908615c,https://doi.org/10.1039/b908615c,J. Mater. Chem.,not_oa,A novel approach for fabrication of bismuth-silicon dioxide core-shell structures by atomic layer deposition,2009,cremers2019
10.1039/b923490j,https://doi.org/10.1039/b923490j,J. Mater. Chem.,not_oa,,2010,popov2025
10.1039/c0jm00363h,https://doi.org/10.1039/c0jm00363h,J. Mater. Chem.,not_oa,,2010,popov2025
10.1039/c0jm00486c,https://doi.org/10.1039/c0jm00486c,J. Mater. Chem.,not_oa,,2010,popov2025
10.1039/c0jm00696c,https://doi.org/10.1039/c0jm00696c,J. Mater. Chem.,not_oa,,2010,popov2025
10.1039/c0jm01099e,https://doi.org/10.1039/c0jm01099e,J. Mater. Chem.,not_oa,,2011,popov2025
10.1039/c0jm02280b,https://doi.org/10.1039/c0jm02280b,J. Mater. Chem.,not_oa,,2010,popov2025
10.1039/c1jm11825k,https://doi.org/10.1039/c1jm11825k,J. Mater. Chem.,not_oa,,2011,popov2025
10.1039/c1jm12245b,https://doi.org/10.1039/c1jm12245b,J. Mater. Chem.,not_oa,,2011,popov2025
10.1039/c2jm16557k,https://doi.org/10.1039/c2jm16557k,J. Mater. Chem.,oa_no_pdf_url,,2012,popov2025
10.1039/c2jm31391j,https://doi.org/10.1039/c2jm31391j,J. Mater. Chem.,not_oa,,2012,popov2025
10.1039/c2jm35332f,https://doi.org/10.1039/c2jm35332f,J. Mater. Chem.,not_oa,,2012,popov2025
10.1039/c3ta14928e,https://doi.org/10.1039/c3ta14928e,J. Mater. Chem. A,not_oa,,2014,popov2025
10.1039/c5ta06899a,https://doi.org/10.1039/c5ta06899a,J. Mater. Chem. A,not_oa,,2016,popov2025
10.1039/c5ta08435k,https://doi.org/10.1039/c5ta08435k,J. Mater. Chem. A,not_oa,Atomically precise growth of sodium titanates as anode materials for high-rate and ultralong cycle-life sodium-ion batteries,2015,cremers2019|popov2025
10.1039/c6ta04179e,https://doi.org/10.1039/c6ta04179e,J. Mater. Chem. A,not_oa,Plasma-enhanced atomic layer deposition of titanium phosphate as an electrode for lithium-ion batteries,2017,cremers2019
10.1039/c6ta09485f,https://doi.org/10.1039/c6ta09485f,J. Mater. Chem. A,not_oa,,2017,popov2025
10.1039/c8ta08761j,https://doi.org/10.1039/c8ta08761j,J. Mater. Chem. A,oa_no_pdf_url,,2018,popov2025
10.1039/d1ta09500e,https://doi.org/10.1039/d1ta09500e,J. Mater. Chem. A,not_oa,,2022,popov2025
10.1039/c3tc30401a,https://doi.org/10.1039/c3tc30401a,J. Mater. Chem. C,not_oa,,2013,popov2025
10.1039/c3tc31478b,https://doi.org/10.1039/c3tc31478b,J. Mater. Chem. C,not_oa,,2014,popov2025
10.1039/c4tc00648h,https://doi.org/10.1039/c4tc00648h,J. Mater. Chem. C,not_oa,,2014,popov2025
10.1039/c4tc01405g,https://doi.org/10.1039/c4tc01405g,J. Mater. Chem. C,not_oa,,2014,popov2025
10.1039/c4tc01418a,https://doi.org/10.1039/c4tc01418a,J. Mater. Chem. C,not_oa,,2014,popov2025
10.1039/c4tc01961j,https://doi.org/10.1039/c4tc01961j,J. Mater. Chem. C,not_oa,Atomic layer deposition of ruthenium at 100 °C using the RuO4-precursor and H2,2015,cremers2019
10.1039/c5tc03079j,https://doi.org/10.1039/c5tc03079j,J. Mater. Chem. C,not_oa,,2016,popov2025
10.1039/c7tc02135f,https://doi.org/10.1039/c7tc02135f,J. Mater. Chem. C,oa_no_pdf_url,,2017,popov2025
10.1039/c8tc01041b,https://doi.org/10.1039/c8tc01041b,J. Mater. Chem. C,not_oa,,2018,popov2025
10.1039/d0tc01489c,https://doi.org/10.1039/d0tc01489c,J. Mater. Chem. C,not_oa,,2020,popov2025
10.1039/d0tc05682k,https://doi.org/10.1039/d0tc05682k,J. Mater. Chem. C,not_oa,,2021,popov2025
10.1039/d1tc00186h,https://doi.org/10.1039/d1tc00186h,J. Mater. Chem. C,not_oa,,2021,popov2025
10.1039/d1tc04223h,https://doi.org/10.1039/d1tc04223h,J. Mater. Chem. C,not_oa,,2021,popov2025
10.1039/d2tc03555c,https://doi.org/10.1039/d2tc03555c,J. Mater. Chem. C,not_oa,,2022,popov2025
10.1557/jmr.2007.0152,https://doi.org/10.1557/jmr.2007.0152,J. Mater. Res.,not_oa,Properties of ultrathin platinum deposited by atomic layer deposition for nanoscale copper-metallization schemes,2007,cremers2019
10.1007/s10853-012-6942-9,https://doi.org/10.1007/s10853-012-6942-9,J. Mater. Sci.,not_oa,,2013,popov2025
10.1007/s10853-017-1293-1,https://doi.org/10.1007/s10853-017-1293-1,J. Mater. Sci.,not_oa,,2017,popov2025
10.1007/s10853-018-2695-4,https://doi.org/10.1007/s10853-018-2695-4,J. Mater. Sci.,not_oa,,2018,popov2025
10.1007/s10853-020-04380-5,https://doi.org/10.1007/s10853-020-04380-5,J. Mater. Sci.,not_oa,,2020,popov2025
10.1007/s10854-012-0713-x,https://doi.org/10.1007/s10854-012-0713-x,J. Mater. Sci. Mater. Electron.,not_oa,,2012,popov2025
10.1007/s10854-018-0351-z,https://doi.org/10.1007/s10854-018-0351-z,J. Mater. Sci. Mater. Electron.,not_oa,,2019,popov2025
10.1016/j.memsci.2012.01.005,https://doi.org/10.1016/j.memsci.2012.01.005,J. Membr. Sci.,not_oa,Modification of ceramic membranes for pore structure tailoring: The atomic layer deposition route,2012,cremers2019
10.1155/jnm/2006/64501,https://doi.org/10.1155/jnm/2006/64501,J. Nanomater.,http_error,Atomic layer deposition for the conformal coating of nanoporous materials,2006,cremers2019|popov2025
10.1166/jnn.2006.018,https://doi.org/10.1166/jnn.2006.018,J. Nanosci. Nanotechnol.,not_oa,Preparation of TaN thin film by H2 plasma assisted atomic layer deposition using tert-butylimino-tris-ethylmethylamino tantalum,2006,cremers2019
10.1166/jnn.2016.12270,https://doi.org/10.1166/jnn.2016.12270,J. Nanosci. Nanotechnol.,not_oa,,2016,popov2025
10.1166/jnn.2017.14044,https://doi.org/10.1166/jnn.2017.14044,J. Nanosci. Nanotechnol.,not_oa,,2017,popov2025
10.1166/jnn.2013.7625,https://doi.org/10.1166/jnn.2013.7625,J. Nanosci. Nanotechnology,not_oa,Characteristics of junctionless charge trap flash memory for 3D stacked NAND flash,2013,cremers2019
10.1021/j100828a015,https://doi.org/10.1021/j100828a015,J. Phys. Chem.,not_oa,Kinetics of hydrogen recombination on surfaces,1961,cremers2019
10.1021/jp063620g,https://doi.org/10.1021/jp063620g,J. Phys. Chem. A,not_oa,Heterogeneous uptake of ozone on reactive components of mineral dust aerosol: An environmental aerosol reaction chamber study,2006,cremers2019
10.1021/jp9822081,https://doi.org/10.1021/jp9822081,J. Phys. Chem. B,not_oa,,1998,popov2025
10.1021/acs.jpcc.1c03518,https://doi.org/10.1021/acs.jpcc.1c03518,J. Phys. Chem. C,not_oa,,2021,popov2025
10.1021/acs.jpcc.1c06149,https://doi.org/10.1021/acs.jpcc.1c06149,J. Phys. Chem. C,not_oa,,2021,popov2025
10.1021/acs.jpcc.1c10382,https://doi.org/10.1021/acs.jpcc.1c10382,J. Phys. Chem. C,not_oa,,2022,popov2025
10.1021/acs.jpcc.1c10412,https://doi.org/10.1021/acs.jpcc.1c10412,J. Phys. Chem. C,oa_no_pdf_url,,2022,popov2025
10.1021/acs.jpcc.5b02625,https://doi.org/10.1021/acs.jpcc.5b02625,J. Phys. Chem. C,not_oa,,2015,popov2025
10.1021/acs.jpcc.6b01803,https://doi.org/10.1021/acs.jpcc.6b01803,J. Phys. Chem. C,not_oa,,2016,popov2025
10.1021/acs.jpcc.6b04461,https://doi.org/10.1021/acs.jpcc.6b04461,J. Phys. Chem. C,not_oa,,2016,popov2025
10.1021/acs.jpcc.6b12629,https://doi.org/10.1021/acs.jpcc.6b12629,J. Phys. Chem. C,not_oa,,2017,popov2025
10.1021/acs.jpcc.7b05240,https://doi.org/10.1021/acs.jpcc.7b05240,J. Phys. Chem. C,not_oa,,2017,popov2025
10.1021/acs.jpcc.8b00796,https://doi.org/10.1021/acs.jpcc.8b00796,J. Phys. Chem. C,oa_no_pdf_url,,2018,popov2025
10.1021/acs.jpcc.8b03027,https://doi.org/10.1021/acs.jpcc.8b03027,J. Phys. Chem. C,not_oa,,2018,popov2025
10.1021/acs.jpcc.9b03039,https://doi.org/10.1021/acs.jpcc.9b03039,J. Phys. Chem. C,oa_no_pdf_url,,2019,popov2025
10.1021/jp1030587,https://doi.org/10.1021/jp1030587,J. Phys. Chem. C,not_oa,Atomic layer deposition of aluminum oxide in mesoporous silica gel,2010,cremers2019
10.1021/jp106945n,https://doi.org/10.1021/jp106945n,J. Phys. Chem. C,not_oa,Shrinking core model for Knudsen diffusion-limited atomic layer deposition on a nanoporous monolith with an ultrahigh aspect ratio,2010,cremers2019
10.1021/jp110203x,https://doi.org/10.1021/jp110203x,J. Phys. Chem. C,not_oa,Atomic layer deposition of Fe2O3 using ferrocene and ozone,2011,cremers2019
10.1021/jp111314b,https://doi.org/10.1021/jp111314b,J. Phys. Chem. C,not_oa,In situ X-ray fluorescence measurements during atomic layer deposition: nucleation and growth of TiO2,2011,cremers2019
10.1021/jp202202x,https://doi.org/10.1021/jp202202x,J. Phys. Chem. C,oa_no_pdf_url,,2011,popov2025
10.1021/jp203604j,https://doi.org/10.1021/jp203604j,J. Phys. Chem. C,not_oa,,2011,popov2025
10.1021/jp205222g,https://doi.org/10.1021/jp205222g,J. Phys. Chem. C,not_oa,,2012,popov2025
10.1021/jp207612r,https://doi.org/10.1021/jp207612r,J. Phys. Chem. C,not_oa,,2011,popov2025
10.1021/jp403455a,https://doi.org/10.1021/jp403455a,J. Phys. Chem. C,not_oa,Low-temperature atomic layer deposition of platinum using (methylcyclopentadienyl)trimethylplatinum and ozone,2013,cremers2019
10.1021/jp4063302,https://doi.org/10.1021/jp4063302,J. Phys. Chem. C,not_oa,,2013,popov2025
10.1021/jp4080652,https://doi.org/10.1021/jp4080652,J. Phys. Chem. C,not_oa,,2013,popov2025
10.1021/jp409399y,https://doi.org/10.1021/jp409399y,J. Phys. Chem. C,not_oa,,2014,popov2025
10.1021/jp409738f,https://doi.org/10.1021/jp409738f,J. Phys. Chem. C,not_oa,,2014,popov2025
10.1021/jp504067c,https://doi.org/10.1021/jp504067c,J. Phys. Chem. C,not_oa,,2014,popov2025
10.1021/jp5068318,https://doi.org/10.1021/jp5068318,J. Phys. Chem. C,not_oa,,2014,popov2025
10.1021/jp9120244,https://doi.org/10.1021/jp9120244,J. Phys. Chem. C,not_oa,,2010,popov2025
10.1021/jp907266c,https://doi.org/10.1021/jp907266c,J. Phys. Chem. C Lett.,not_oa,Plasma-Enhanced Atomic Layer Deposition of Anatase TiO2 Using TiCl4,2009,cremers2019
10.1021/jz300125f,https://doi.org/10.1021/jz300125f,J. Phys. Chem. Lett.,not_oa,The surface chemistry of atomic layer depositions of solid,2012,cremers2019
10.1021/jz502285f,https://doi.org/10.1021/jz502285f,J. Phys. Chem. Lett.,not_oa,,2014,popov2025
10.1088/0022-3727/30/12/006,https://doi.org/10.1088/0022-3727/30/12/006,J. Phys. D: Appl. Phys.,not_oa,Thickness profiles of thin films caused by secondary reactions in flow-type atomic layer deposition reactors,1997,cremers2019
10.1088/0022-3727/42/13/135206,https://doi.org/10.1088/0022-3727/42/13/135206,J. Phys. D: Appl. Phys.,not_oa,Characterization of an N2 flowing microwave post-discharge by OES spectroscopy and determination of absolute ground-state nitrogen atom densities by TALIF,2009,cremers2019
10.1088/0953-8984/28/47/475801,https://doi.org/10.1088/0953-8984/28/47/475801,J. Phys.: Condens. Matter,oa_no_pdf_url,,2016,popov2025
