case_type,ref,detail
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S6-P012,label 'process and temperature: Plasma 50 °C' carries [50.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S6-P012,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S7-P000,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S7-P000,label 'process and temperature: Plasma 200 °C' carries [200.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S7-P000,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S7-P001,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S7-P001,label 'process and temperature: Plasma 200 °C' carries [200.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S7-P001,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S7-P002,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S7-P002,label 'process and temperature: Plasma 200 °C' carries [200.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S7-P002,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S7-P003,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S7-P003,label 'process and temperature: Plasma 200 °C' carries [200.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S7-P003,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S7-P004,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S7-P004,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S7-P005,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S7-P005,label 'process and temperature: Plasma 200 °C' carries [200.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S7-P005,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S7-P006,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S7-P006,label 'process and temperature: Plasma 200 °C' carries [200.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S7-P006,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S7-P007,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S7-P007,label 'process and temperature: Plasma 200 °C' carries [200.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S7-P007,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S7-P008,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S7-P008,label 'process and temperature: Plasma 200 °C' carries [200.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S7-P008,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S7-P009,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S7-P009,label 'process and temperature: Plasma 200 °C' carries [200.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S7-P009,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S7-P010,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S7-P010,label 'process and temperature: Plasma 200 °C' carries [200.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S7-P010,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S7-P011,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S7-P011,label 'process and temperature: Plasma 200 °C' carries [200.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S7-P011,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S7-P012,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S7-P012,label 'process and temperature: Plasma 200 °C' carries [200.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S7-P012,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S8-P000,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S8-P000,label 'process and temperature: Plasma 275 °C' carries [275.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S8-P000,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S8-P001,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S8-P001,label 'process and temperature: Plasma 275 °C' carries [275.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S8-P001,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S8-P002,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S8-P002,label 'process and temperature: Plasma 275 °C' carries [275.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S8-P002,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S8-P003,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S8-P003,label 'process and temperature: Plasma 275 °C' carries [275.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S8-P003,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S8-P004,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S8-P004,label 'process and temperature: Plasma 275 °C' carries [275.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S8-P004,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S8-P005,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S8-P005,label 'process and temperature: Plasma 275 °C' carries [275.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S8-P005,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S8-P006,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S8-P006,label 'process and temperature: Plasma 275 °C' carries [275.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S8-P006,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S8-P007,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S8-P007,label 'process and temperature: Plasma 275 °C' carries [275.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S8-P007,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S8-P008,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S8-P008,label 'process and temperature: Plasma 275 °C' carries [275.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S8-P008,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S8-P009,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S8-P009,label 'process and temperature: Plasma 275 °C' carries [275.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S8-P009,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S9-P000,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S9-P000,label 'process and temperature: Plasma 300 °C' carries [300.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S9-P000,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S9-P001,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S9-P001,label 'process and temperature: Plasma 300 °C' carries [300.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S9-P001,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S9-P002,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S9-P002,label 'process and temperature: Plasma 300 °C' carries [300.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S9-P002,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S9-P003,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S9-P003,label 'process and temperature: Plasma 300 °C' carries [300.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S9-P003,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S9-P004,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S9-P004,label 'process and temperature: Plasma 300 °C' carries [300.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S9-P004,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S9-P005,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S9-P005,label 'process and temperature: Plasma 300 °C' carries [300.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S9-P005,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S9-P006,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S9-P006,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S9-P007,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S9-P007,label 'process and temperature: Plasma 300 °C' carries [300.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S9-P007,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S9-P008,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S9-P008,label 'process and temperature: Plasma 300 °C' carries [300.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S9-P008,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3a-S9-P009,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-3a-S9-P009,label 'process and temperature: Plasma 300 °C' carries [300.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3a-S9-P009,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3b-S10-P000,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3b-S10-P000,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3b-S10-P001,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3b-S10-P001,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3b-S10-P002,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3b-S10-P002,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3b-S10-P003,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3b-S10-P003,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3b-S10-P004,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3b-S10-P004,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3b-S10-P005,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3b-S10-P005,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3b-S11-P000,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3b-S11-P000,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3b-S11-P001,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3b-S11-P001,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3b-S11-P002,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3b-S11-P002,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3b-S11-P003,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3b-S11-P003,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3b-S11-P004,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3b-S11-P004,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3b-S11-P005,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3b-S11-P005,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3b-S11-P006,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3b-S11-P006,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-F3b-12,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-F3b-12,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3b-S12-P000,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3b-S12-P000,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3b-S12-P001,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3b-S12-P001,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3b-S12-P002,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3b-S12-P002,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-3b-S12-P003,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-3b-S12-P003,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-F4a-14,document.md states a pressure; record has none usable
empty_conditions_despite_numeric_caption,10.1039_c7ra07722j-F4a-14,panel conditions {} but caption carries numerics
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-F4a-14,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-F4a-15,document.md states a pressure; record has none usable
empty_conditions_despite_numeric_caption,10.1039_c7ra07722j-F4a-15,panel conditions {} but caption carries numerics
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-F4a-15,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-F4a-16,document.md states a pressure; record has none usable
empty_conditions_despite_numeric_caption,10.1039_c7ra07722j-F4a-16,panel conditions {} but caption carries numerics
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-F4a-16,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P000,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P000,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P000,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P001,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P001,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P001,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P002,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P002,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P002,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P003,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P003,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P003,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P004,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P004,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P004,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P005,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P005,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P005,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P006,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P006,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P006,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P007,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P007,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P007,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P008,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P008,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P008,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P009,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P009,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P009,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P010,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P010,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P010,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P011,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P011,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P011,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P012,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P012,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P012,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P013,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P013,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P013,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P014,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P014,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P014,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P015,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P015,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P015,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P016,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P016,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P016,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P017,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P017,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P017,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P018,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P018,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P018,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P019,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P019,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P019,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P020,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P020,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P020,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P021,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P021,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P021,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P022,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P022,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P022,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P023,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P023,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P023,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P024,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P024,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P024,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P025,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P025,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P025,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P026,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P026,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P026,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P027,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P027,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P027,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P028,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P028,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P028,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P029,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P029,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P029,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P030,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P030,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P030,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P031,document.md states a pressure; record has none usable
legend_condition_without_structured_binding,10.1039_c7ra07722j-5a-S13-P031,label 'plasma exposure time: 3 s plasma' carries [3.0] but no matching controlled value
figure_geometry_broadcast_across_figures,10.1039_c7ra07722j-5a-S13-P031,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1039_c7ra07722j-5a-S13-P032,document.md states a pressure; record has none usable
